"Код заказа","Номер по каталогу","Наименование","Ед.изм.","Цена руб","Количество заказано","Вес кг.","Сумма заказа руб.","Вес заказа кг."
"МД-00005506","100-3519162","Цилиндр энергоаккумулятора 5320","шт","638","","3.4","0","0"
"МД-00015936","100-3519162","Цилиндр энергоаккумулятора 5320 (гальванированный) / КЗТАА","шт","530","","2.25","0","0"
"МД-00017455","100-3519162","Цилиндр энергоаккумулятора 5320 (черный) без покрытия / КЗТАА","шт","520","","2.12","0","0"
"МД-00022829","DZ90149320008","Часть крестовины (длинная) дифференциала (шип) DZ90149320008 / Shaanxi Hande Axle Co., Ltd","шт","1560","","1.1","0","0"
"МД-00022843","DZ90149320046","Часть крестовины (длинная) дифференциала (шип) DZ90149320046 / Shaanxi Hande Axle Co., Ltd","шт","1622.4","","1.132","0","0"
"МД-00022810","DZ90149320009","Часть крестовины (короткая) дифференциала (шип) 86×32×32 / Shaanxi Hande Axle Co., Ltd","шт","1071.6","","0.515","0","0"
"МД-00022841","DZ90149320044","Часть крестовины (короткая) дифференциала (шип) DZ90149320044 / Shaanxi Hande Axle Co., Ltd","шт","954","","0.435","0","0"
"МД-00022842","DZ90149320045","Часть крестовины (короткая) дифференциала (шип) DZ90149320045 / Shaanxi Hande Axle Co., Ltd","шт","931.2","","0.497","0","0"
"МД-00000526","5320-2918184","Чашка защитная на балансир","шт","50","","0.164","0","0"
"МД-00017889","5320-2918184","Чашка защитная на балансир /Завод","шт","85","","0.25","0","0"
"МД-00005508","6520-2918184","Чашка защитная на балансир Евро","шт","108","","0.25","0","0"
"МД-00008353","740-1012045/122","Чашка масляного фильтра с шайбой","шт","64","","0.06","0","0"
"МД-00006243","43081-2403016","Чашки МКД (к-т) 43081 / ОАО КамАЗ","к-т","33675.5","","19.64","0","0"
"МД-00006244","4310-2303016","Чашки МКД (к-т) 4310 редуктора переднего моста / ОАО КамАЗ","к-т","7754","","13.4","0","0"
"МД-00006163","5320-2403016","Чашки МКД (к-т) 5320 / ОАО КамАЗ","к-т","9501.5","","14.2","0","0"
"МД-00004138","53205-2403016","Чашки МКД (к-т) 53205 Евро / ОАО КамАЗ","к-т","8914.27","","13.6","0","0"
"МД-00003991","53229-2403016","Чашки МКД (к-т) 53229 со шлицами  / ОАО КамАЗ","к-т","10088.7","","14.04","0","0"
"МД-00018799","6520-2403016","Чашки МКД (к-т) 6520 ","к-т","19620","","15.6","0","0"
"МД-00004830","6520-2403016","Чашки МКД (к-т) 6520 / ОАО КамАЗ","к-т","32892","","15.6","0","0"
"МД-00016371","5320-2506018/019","Чашки МОД (5320)  в сборе с крестовинами и сателлитами  / ЗАВОД","к-т","17900","","11.7","0","0"
"МД-00003992","53205-2506018/019","Чашки МОД (53205)  в сборе с крестовинами и сателлитами  / ЗАВОД","к-т","19900","","11.7","0","0"
"МД-00000676","53205-2506016","Чашки МОД (к-т) 53205 / ОАО КамАЗ","к-т","8751.65","","7.5","0","0"
"МД-00000448","6520-2506016","Чашки МОД (к-т) 6520 голые / НПФ ""КИМ""","к-т","4239","","3.328","0","0"
"МД-00008397","862507","Чека пальца под кабину (шайба замочная) ","шт","12.5","","0.015","0","0"
"МД-00006357","862507","Чека пальца под кабину (шайба замочная) / ОАО КамАЗ","шт","57.5","","0.015","0","0"
"МД-00008398","5320-6104067","Чека ручки двери","шт","1.4","","0.001","0","0"
"МД-00004815","5320-3501134","Чека эксцентрика","шт","3","","0.006","0","0"
"МД-00010044","5320-3501134","Чека эксцентрика / ОАО КамАЗ","шт","11.5","","0.01","0","0"
"МД-00008401","14-3802033","Червяк привода спидометра","шт","325","","0.615","0","0"
"МД-00010924","-","Четверник на ГТК М22х10хК22х18 старого образца","шт","242","","0.08","0","0"
"МД-00008320","-","Четверник на ГТК М22х18х10хВ12 (под трубку)","шт","400","","0.15","0","0"
"МД-00008321","-","Четверник на ГТК М22х20х10хВ12 (под шланг)","шт","400","","0.102","0","0"
"МД-00001209","9600 12-6-M12x1,5-M22x1,5-S01","Четверник на ГТК М22хВ12хВ6хВ12 ( под пластмассовую трубку )","шт","500","","0.1","0","0"
"МД-00006759","5320-1602543","Чехол ГЦС (гофра)","шт","16","","0.028","0","0"
"МД-00008408","5320-3724059-01","Чехол защитный держателя наружный  / РОСТАР","шт","17.4","","0.006","0","0"
"МД-00008405","5320-3724052","Чехол защитный держателя наружный 4-х клемный 5320-052 / РОСТАР","шт","23.4","","0.015","0","0"
"МД-00020843","5320-3724053","Чехол защитный держателя наружный 4-х клемный 5320-053 / РОСТАР","шт","26","","0.02","0","0"
"МД-00008407","5320-3724057","Чехол защитный держателя наружный 6-и клемный / РОСТАР","шт","28.2","","0.019","0","0"
"МД-00000384","5320-5112064","Чехол КПП","шт","105","","0.311","0","0"
"МД-00000632","5320-5112064","Чехол КПП ( завод ) толстая кожа","шт","182","","0.238","0","0"
"МД-00010909","53205-5130030","Чехол КПП (гармошка) ","шт","214","","0.495","0","0"
"МД-00007338","53205-5130030","Чехол КПП (гармошка) / БРТ","шт","296","","0.42","0","0"
"МД-00000471","5320-5112064","Чехол КПП (завод)","шт","133","","0.288","0","0"
"МД-00015548","5490-9412680097","Чехол КПП (на 5490) / MB (оригинал)","шт","3402","","0.44","0","0"
"МД-00020236","5490-9412680097","Чехол КПП (на 5490) / г. Москва","шт","2261","","0.3","0","0"
"МД-00013150","5320-5112064","Чехол КПП (под ручку ростар)","шт","190","","0.25","0","0"
"МД-00034463","-","Чехол КПП (под ручку Ростар) цветной / СИНИЙ","шт","330","","0.001","0","0"
"МД-00034463","-","Чехол КПП (под ручку Ростар) цветной / КРАСНЫЙ","шт","330","","0.001","0","0"
"МД-00000589","53205-5112064","Чехол КПП Евро","шт","174","","0.275","0","0"
"МД-00011523","142-1703234","Чехол наконечника кулисы ЕВРО","шт","70","","0.035","0","0"
"МД-00009982","5320-1609569","Чехол ПГУ (гофра)","шт","11","","0.025","0","0"
"МД-00000726","-","Чехол руля","шт","100","","0.145","0","0"
"МД-00000725","-","Чехол руля (завод)","шт","160","","0.32","0","0"
"МД-00000727","-","Чехол руля (завод) толстая кожа","шт","195","","0.21","0","0"
"МД-00008931","-","Чехол руля Евро г. Казань (завод)","шт","198","","0.19","0","0"
"МД-00020394","-","Чехол сиденья 5490 (комплект на 2 сиденья) / СЕРЫЙ","шт","1585","","5","0","0"
"МД-00020394","-","Чехол сиденья 5490 (комплект на 2 сиденья) / СИНИЙ","шт","1585","","5","0","0"
"МД-00017584","-","Чехол сиденья 5490-NЕО (комплект на 2 сиденья)","к-т","2880","","1.6","0","0"
"МД-00004751","-","Чехол сиденья на анатомическое с подголовником (РИАТ)","к-т","1550","","2","0","0"
"МД-00000683","-","Чехол сиденья нового образца ","к-т","650","","1.515","0","0"
"МД-00000682","-","Чехол сиденья НОВОГО образца (улучшенный)","к-т","930","","1.29","0","0"
"МД-00000801","5320-6803009","Чехол сиденья старого образца","к-т","900","","1.66","0","0"
"МД-00000802","5320-6803009","Чехол сиденья СТАРОГО образца УЛУЧШЕННЫЙ","к-т","1050","","1.24","0","0"
"МД-00022264","9042-3502165","Шайба (толстая)  на разжимной вал ТОНАР D-63мм.,d-41мм.,h-3мм.","шт","61","","0.04","0","0"
"МД-00022265","9042-3502165","Шайба (тонкая)  на разжимной вал ТОНАР D-63мм.,d-41мм.,h-1,5мм.","шт","47","","0.019","0","0"
"МД-00020988","81.44215.0016","Шайба / Shaanxi Hande Axle Co., Ltd","шт","624","","0.001","0","0"
"МД-00002386","14-1601096","Шайба 086 узла (862506) / г. Белебей","шт","1.5","","0.001","0","0"
"МД-00022701","190003098026","Шайба 190003098026 / Shaanxi Hande Axle Co., Ltd","шт","36","","0.002","0","0"
"МД-00015718","340-001-5101","Шайба 26х48х1 340-001-5101 / МАДАРА","шт","50","","0.008","0","0"
"МД-00022036","81.90701.0769","Шайба 34,5 х 50 х 1 / Shaanxi Hande Axle Co., Ltd","шт","44.4","","0.008","0","0"
"МД-00022857","188000340022","Шайба 38x25,3x3,00 / Shaanxi Hande Axle Co., Ltd","шт","50.4","","0.012","0","0"
"МД-00015711","41-438-5101","Шайба 41-438-5101 / МАДАРА","шт","143","","0.01","0","0"
"МД-00022687","81.35720.0005","Шайба 81.35720.0005 / Shaanxi Hande Axle Co., Ltd","шт","130.8","","0.108","0","0"
"МД-00022702","81.90711.0640","Шайба 81.90711.0640 / Shaanxi Hande Axle Co., Ltd","шт","358.8","","0.169","0","0"
"МД-00015725","6520-3501108","Шайба 8х48х3 6520-3501108 / МАДАРА","шт","85","","0.04","0","0"
"МД-00020516","1/26014/73","Шайба D 10 (волнистая) / г.Белебей","шт","2.8","","0.001","0","0"
"МД-00008323","-","Шайба D 8 (ЖЕЛЕЗНАЯ с резинкой) ","шт","4.1","","0.001","0","0"
"МД-00017376","1/26013/71","Шайба D 8,4 (волнистая) / г.Белебей","шт","2.6","","0.001","0","0"
"МД-00008325","-","Шайба D10 (ЖЕЛЕЗНАЯ с резинкой) ","шт","6.5","","0.002","0","0"
"МД-00018023","-","Шайба D12 (ЖЕЛЕЗНАЯ с резинкой) ","шт","4.5","","0.01","0","0"
"МД-00008331","861022","Шайба D12 (на угольники, тройники)","шт","2.7","","0.002","0","0"
"МД-00008482","-","Шайба D14 (ЖЕЛЕЗНАЯ с резинкой) ","шт","4.5","","0.001","0","0"
"МД-00018024","-","Шайба D16 (ЖЕЛЕЗНАЯ с резинкой) ","шт","5.7","","0.01","0","0"
"МД-00008332","861023","Шайба D16 (на угольники, тройники)","шт","2.8","","0.004","0","0"
"МД-00035065","-","Шайба D18 (ЖЕЛЕЗНАЯ с резинкой) ","шт","5","","0.002","0","0"
"МД-00020084","-","Шайба D20 (ЖЕЛЕЗНАЯ с резинкой) ","шт","9.51","","0.001","0","0"
"МД-00018025","-","Шайба D22 (ЖЕЛЕЗНАЯ с резинкой) ","шт","9.66","","0.01","0","0"
"МД-00006164","861024","Шайба D22 (на угольники, тройники)","шт","3","","0.004","0","0"
"МД-00018026","-","Шайба D24 (ЖЕЛЕЗНАЯ с резинкой) ","шт","6.1","","0.01","0","0"
"МД-00018027","-","Шайба D27 (ЖЕЛЕЗНАЯ с резинкой) ","шт","10.1","","0.01","0","0"
"МД-00018028","-","Шайба D30 (ЖЕЛЕЗНАЯ с резинкой) ","шт","11.26","","0.01","0","0"
"МД-00021035","06.15113.2615","Шайба DIN988-S17*24  / Shaanxi Hande Axle Co., Ltd","шт","12.6","","0.001","0","0"
"МД-00022700","HD469-2510017","Шайба HD469-2510017 / Shaanxi Hande Axle Co., Ltd","шт","127.2","","0.039","0","0"
"МД-00022712","Q340B08","Шайба Q340B08 / Shaanxi Hande Axle Co., Ltd","шт","7.8","","0.001","0","0"
"МД-00022680","Q40114","Шайба Q40114 / Shaanxi Hande Axle Co., Ltd","шт","8.4","","0.008","0","0"
"МД-00022693","Q72318","Шайба Q72318 / Shaanxi Hande Axle Co., Ltd","шт","40.8","","0.003","0","0"
"МД-00015109","0730 005 748","Шайба А=0,90мм на КПП ZF (0730005748)","шт","1650","","0.04","0","0"
"МД-00015111","2050 309 034","Шайба А=1,20мм на КПП ZF (2050309034)","шт","1320","","0.054","0","0"
"МД-00015113","0730 007 134","Шайба А=1,50мм на КПП ZF (0730007134)","шт","1650","","0.059","0","0"
"МД-00015114","0730 007 483","Шайба А=1,85мм на КПП ZF (0730007483)","шт","1320","","0.075","0","0"
"МД-00015110","0730 007 489","Шайба А=2,15мм на КПП ZF (0730007489)","шт","1650","","0.085","0","0"
"МД-00015112","2050 309 094","Шайба А=2,20мм на КПП ZF (2050309094)","шт","1650","","0.085","0","0"
"МД-00015117","0730 100 799","Шайба А=2,50мм на КПП ZF (0730100799)","шт","1485","","0.06","0","0"
"МД-00015115","0730 112 937","Шайба А=3,20мм на КПП ZF (0730112937)","шт","1485","","0.22","0","0"
"МД-00015116","0730 112 938","Шайба А=3,25мм на КПП ZF (0730112938)","шт","1485","","0.06","0","0"
"МД-00007343","870648","Шайба болта головки блока (16х30)","шт","1.75","","0.01","0","0"
"МД-00008333","740-1005130","Шайба болта маховика / ОАО КамАЗ","шт","386","","0.115","0","0"
"МД-00015953","7406-1005130","Шайба болта маховика Евро / ОАО КамАЗ","шт","520","","0.115","0","0"
"МД-00008477","65115-2403085","Шайба болта МКД на 46 зубов","шт","55","","0.015","0","0"
"МД-00008377","5320-2402078-10","Шайба бугельного болта","шт","3.15","","0.01","0","0"
"МД-00008378","53205-2402078","Шайба бугельного болта / ОАО КамАЗ","шт","207","","0.021","0","0"
"МД-00008478","7406-1003262","Шайба виброизоляционная Евро (на головку блока)","шт","7.5","","0.007","0","0"
"МД-00008479","406-1003262-10","Шайба виброизоляционная Евро (на головку блока) / РОСТАР","шт","98","","0.014","0","0"
"МД-00012253","7406-1003262","Шайба виброизоляционная Евро (на головку блока) / Строймаш","шт","75.3","","0.014","0","0"
"МД-00017396","740.11-1005129","Шайба гасителя коленвала / ОАО КамАЗ","шт","433","","0.1","0","0"
"МД-00008334","1/05164/71","Шайба граверная  6","шт","0.25","","0.001","0","0"
"МД-00008335","1/05166/73","Шайба граверная  8","шт","0.3","","0.001","0","0"
"МД-00008043","1/05168/71","Шайба граверная 10 ","шт","0.75","","0.001","0","0"
"МД-00002383","1/05168/71","Шайба граверная 10 / г. Белебей","шт","1.1","","0.002","0","0"
"МД-00008336","1/05170/77","Шайба граверная 12","шт","0.85","","0.004","0","0"
"МД-00002382","1/05170/71","Шайба граверная 12 / г. Белебей","шт","1.95","","0.005","0","0"
"МД-00004417","1/05171/71","Шайба граверная 14 ","шт","0.63","","0.003","0","0"
"МД-00003496","1/05171/71","Шайба граверная 14 / г. Белебей","шт","3.05","","0.007","0","0"
"МД-00004418","1/05172/71","Шайба граверная 16 ","шт","1.35","","0.005","0","0"
"МД-00002381","1/05172/71","Шайба граверная 16 / г. Белебей","шт","4.3","","0.012","0","0"
"МД-00008338","1/05173/77","Шайба граверная 18","шт","1.9","","0.006","0","0"
"МД-00001520","1/05173/77","Шайба граверная 18 / г. Белебей","шт","5.45","","0.02","0","0"
"МД-00008339","1/05174/77","Шайба граверная 20","шт","2.4","","0.011","0","0"
"МД-00002953","1/05174/71","Шайба граверная 20 / г. Белебей","шт","6.3","","0.014","0","0"
"МД-00000933","1/05175/70","Шайба граверная 22","шт","3.2","","0.02","0","0"
"МД-00008340","1/05176/77","Шайба граверная 24 на рулевой палец","шт","5.4","","0.025","0","0"
"МД-00012169","252164","Шайба граверная 27 / г. Белебей","шт","10.15","","0.021","0","0"
"МД-00006257","252164","Шайба граверная 27 на шпильку балансира","шт","4","","0.03","0","0"
"МД-00008341","252165","Шайба граверная 30 на реактивный палец","шт","6.7","","0.03","0","0"
"МД-00000831","252165","Шайба граверная 33 на РШ Евро (толстая)","шт","14.3","","0.04","0","0"
"МД-00002385","1/05164/71","Шайба граверная 6 / г. Белебей","шт","0.75","","0.001","0","0"
"МД-00002384","1/05166/71","Шайба граверная 8 / г. Белебей","шт","0.85","","0.001","0","0"
"МД-00022704","81.90801.0224","Шайба задней ступицы 81.90801.0224 / Shaanxi Hande Axle Co., Ltd","шт","70.8","","0.073","0","0"
"МД-00003497","870851","Шайба замковая 10,2 (на 040 крышку) / г. Белебей","шт","4.3","","0.002","0","0"
"МД-00016054","870856","Шайба замковая 12,3 х 18 / г.Белебей","шт","4.85","","0.002","0","0"
"МД-00014939","6520-3103079","Шайба замковая 6520","шт","130","","0.26","0","0"
"МД-00010351","6520-3103079","Шайба замковая 6520 / ОАО КамАЗ","шт","424.5","","0.383","0","0"
"МД-00020237","6522-3103079","Шайба замковая 6522 ","шт","165","","0.076","0","0"
"МД-00015157","6522-3103079","Шайба замковая 6522 / ОАО КамАЗ","шт","164","","0.071","0","0"
"МД-00012004","870850","Шайба замковая 8,2 х 14 / г.Белебей","шт","3.55","","0.001","0","0"
"МД-00000708","5320-3104082","Шайба замковая задней ступицы","шт","8","","0.07","0","0"
"МД-00010338","55111-3104082","Шайба замковая задней ступицы / ОАО КамАЗ","шт","70","","0.065","0","0"
"МД-00007339","5320-2502067","Шайба замковая на 017 шестерню","шт","8.8","","0.035","0","0"
"МД-00008342","6520-2405088","Шайба замковая на водило 6520  / ОАО Камаз","шт","92","","0.055","0","0"
"МД-00007340","5320-3103082","Шайба замковая передней ступицы (на 5320)","шт","3.5","","0.02","0","0"
"МД-00018299","5320-3103082","Шайба замковая передней ступицы 5320 /  ОАО КамАЗ","шт","41.5","","0.024","0","0"
"МД-00006245","4310-3103082","Шайба замковая ступицы 4310 / ОАО КамАЗ","шт","36","","0.06","0","0"
"МД-00022261","9042-3104027","Шайба защитная подшипников ступицы 175х100х3 ТОНАР ","шт","210","","0.375","0","0"
"МД-00008480","5320-1601119","Шайба корзины сцепления Турбо (на 116 пружину)","шт","10","","0.016","0","0"
"МД-00016088","406-1003268","Шайба крышки головки блока (поджимающая) / РОСТАР","шт","37","","0.04","0","0"
"МД-00008481","7406-1003268","Шайба крышки головки блока Евро","шт","48","","0.038","0","0"
"МД-00008343","853628","Шайба крышки тяги сошки","шт","7.8","","0.014","0","0"
"МД-00022856","188000440010 / 3502043","Шайба кулака разжимного (54х40,2х3,20) / Shaanxi Hande Axle Co., Ltd","шт","39.6","","0.019","0","0"
"МД-00013377","4310-1802293","Шайба маслоотгонная ","шт","163","","0.2","0","0"
"МД-00022631","65111-1802195","Шайба маслоотгонная 65111 / ОАО камАЗ / с разбора","шт","380","","0.1","0","0"
"МД-00008328","-","Шайба медная (ВОРОНКА) под топливные трубки","шт","3.65","","0.001","0","0"
"МД-00010627","-","Шайба медная d 6 / завод","шт","3.2","","0.001","0","0"
"МД-00010326","Jan-00","Шайба медная d 8 / завод","шт","3.3","","0.001","0","0"
"МД-00004433","870638","Шайба медная d 9 (под форсунку) / завод","шт","1.35","","0.003","0","0"
"МД-00004065","1/02844/60","Шайба медная d10 (под дренажку) / завод","шт","5.6","","0.001","0","0"
"МД-00000397","1/02984/60","Шайба медная d12 (под воздушные датчики) / завод","шт","6.7","","0.001","0","0"
"МД-00000396","1/02800/60","Шайба медная d14 (под топливную аппаратуру) / завод","шт","7.9","","0.001","0","0"
"МД-00000398","1/02570/60","Шайба медная d16 (на тормозной шланг) / завод","шт","9","","0.001","0","0"
"МД-00006167","1/02599/60","Шайба медная d18 / завод","шт","9.8","","0.002","0","0"
"МД-00007341","1/02574/60","Шайба медная d20 (на ТНВД) / завод","шт","10","","0.001","0","0"
"МД-00005376","1/02634/60","Шайба медная d22 / завод","шт","10.5","","0.003","0","0"
"МД-00008346","1/02645/60","Шайба медная d24 / завод","шт","12.1","","0.004","0","0"
"МД-00008348","1/02646/60","Шайба медная d26 / завод","шт","12.7","","0.002","0","0"
"МД-00007342","870625","Шайба медная d28 / завод ","шт","13.2","","0.004","0","0"
"МД-00008349","870632","Шайба медная d30 (на щуп КПП) / завод","шт","29","","0.006","0","0"
"МД-00008326","-","Шайба медная d33 (на пробку ГЦС) / завод ","шт","25.5","","0.04","0","0"
"МД-00008327","-","Шайба медная d39 / завод ","шт","32","","0.04","0","0"
"МД-00012424","3976371 / 4937065 / 4899689","Шайба медная форсунки Cummins","шт","35","","0.001","0","0"
"МД-00023088","F00RJ01086","Шайба медная форсунки Сommon Rail (8) / BOSCH","шт","332","","0.001","0","0"
"МД-00015118","0730 106 906","Шайба на КПП ZF (0730106906)","шт","1485","","0.04","0","0"
"МД-00015119","0730 106 917","Шайба на КПП ZF (0730106917)","шт","1485","","0.056","0","0"
"МД-00013742","0750 101 158","Шайба на КПП ZF (0750101158)","шт","329","","0.056","0","0"
"МД-00012597","41-065-5099","Шайба направляющая / МАДАРА","шт","198","","0.225","0","0"
"МД-00008483","53205-1001071","Шайба опорная  (на кронштейн передней опоры Евро)","шт","45","","0.205","0","0"
"МД-00008484","5320-2402229","Шайба опорная (главной передачи заднего моста 024 вала) / ОАО КамАЗ","шт","227.89","","0.096","0","0"
"МД-00006168","5320-2506051","Шайба опорная (на 126 шестерню МОД)","шт","29","","0.044","0","0"
"МД-00000399","5320-2506051","Шайба опорная (на 126 шестерню МОД) / ОАО КамАЗ","шт","35","","0.053","0","0"
"МД-00005351","5320-2506065","Шайба опорная (на 130 шестерню МОД)","шт","30","","0.039","0","0"
"МД-00001223","5320-2506065","Шайба опорная (на 130 шестерню МОД) / ОАО КамАЗ","шт","50","","0.04","0","0"
"МД-00005599","5320-3104079","Шайба опорная задней ступицы ( мясорубка )","шт","45","","0.171","0","0"
"МД-00016748","5320-3104079","Шайба опорная задней ступицы ( мясорубка ) / ЗАВОД","шт","52","","0.23","0","0"
"МД-00008354","4310-2502175","Шайба опорная на 017 шестерню  / ОАО Камаз","шт","453","","0.215","0","0"
"МД-00008355","5320-2502175","Шайба опорная на 017 шестерню (мясорубка)","шт","40","","0.16","0","0"
"МД-00014883","5320-2502175","Шайба опорная на 017 шестерню (мясорубка)/Завод","шт","56","","0.162","0","0"
"МД-00008356","6520-2502175","Шайба опорная на 017 шестерню 6520 / ОАО Камаз","шт","498","","0.098","0","0"
"МД-00008399","5320-2402175","Шайба опорная на 024 вал","шт","275","","0.26","0","0"
"МД-00008400","53205-2402175","Шайба опорная на 024 вал  / ОАО Камаз","шт","426","","0.25","0","0"
"МД-00008402","6520-2402175","Шайба опорная на 024 вал на 6520  / ОАО Камаз","шт","364","","0.36","0","0"
"МД-00008403","5320-2402249","Шайба опорная на 110 вал","шт","94","","0.175","0","0"
"МД-00008485","4308-2402249","Шайба опорная на 110 вал Евро / ОАО КамАЗ","шт","874.5","","0.385","0","0"
"МД-00005427","5320-3103079","Шайба опорная передней ступицы (мясорубка)","шт","26","","0.1","0","0"
"МД-00022632","65111-1802196","Шайба опорная раздаточной коробки 65111 / ОАО КамАЗ / с разбора","шт","280","","0.1","0","0"
"МД-00014768","К4310-3103079","Шайба опорная ступицы 4310 (мясорубка) / КМД","шт","129","","0.196","0","0"
"МД-00018418","4310-3103079","Шайба опорная ступицы 4310 (мясорубка) / ОАО КамаЗ","шт","465","","0.225","0","0"
"МД-00008404","5320-3001028","Шайба опорного подшипника / ОАО Камаз","шт","164","","0.09","0","0"
"МД-00008406","8527-2707146","Шайба петли дышла прицепа","шт","20","","0.055","0","0"
"МД-00022840","DZ90149320011","Шайба планетарной передачи 70×70×5 / Shaanxi Hande Axle Co., Ltd","шт","112.8","","0.025","0","0"
"МД-00022846","81.90711.0641","Шайба планетарной шестерни (58×35×3) 81.90711.0641 / Shaanxi Hande Axle Co., Ltd","шт","218.4","","0.007","0","0"
"МД-00010118","1/26437/01","Шайба плоская  6х18х1.5 ","шт","1.55","","0.003","0","0"
"МД-00034505","1/26406-018","Шайба плоская  6х25 ","шт","4.1","","0.006","0","0"
"МД-00016226","1/26427/01","Шайба плоская  8х12 / г.Белебей","шт","1","","0.001","0","0"
"МД-00008357","1/05196/01","Шайба плоская  8х17","шт","0.5","","0.002","0","0"
"МД-00010180","1/26467/01","Шайба плоская  8х20х2 / г.Белебей","шт","2.7","","0.001","0","0"
"МД-00006990","1/26470/01","Шайба плоская  8х25","шт","1.5","","0.006","0","0"
"МД-00008358","1/26386/01","Шайба плоская 10х18х2 ","шт","2.1","","0.004","0","0"
"МД-00009784","-","Шайба плоская 10х20","шт","1.3","","0.003","0","0"
"МД-00002379","1/26468/01","Шайба плоская 10х25х2 ","шт","4.5","","0.006","0","0"
"МД-00009782","-","Шайба плоская 10х30","шт","2","","0.011","0","0"
"МД-00008359","1/26443/01","Шайба плоская 10х35","шт","4.18","","0.02","0","0"
"МД-00002378","1/05200/01","Шайба плоская 12х22х2,5 (на палец трещотки) ","шт","2.8","","0.004","0","0"
"МД-00021639","1/5200-01","Шайба плоская 12х22х3 / г.Белебей","шт","4.15","","0.001","0","0"
"МД-00002375","1/26469/01","Шайба плоская 12х28х3 ","шт","7.5","","0.01","0","0"
"МД-00014541","252045","Шайба плоская 12х34х3 (стальная) ","шт","14.3","","0.017","0","0"
"МД-00013916","3035177 / 3032527","Шайба плоская 14 (шестерни ТНВД) ISF2.8","шт","25.9","","0.008","0","0"
"МД-00008360","1/05201/01","Шайба плоская 14х26х2","шт","1.65","","0.01","0","0"
"МД-00021640","1/5201-01","Шайба плоская 14х26х3 / г.Белебей","шт","5.05","","0.001","0","0"
"МД-00020837","-","Шайба плоская 14х44х3","шт","6.3","","0.03","0","0"
"МД-00002372","1/05202/01","Шайба плоская 16х28х3 ","шт","3.5","","0.007","0","0"
"МД-00021641","1/5202-01","Шайба плоская 16х28х3 / г.Белебей","шт","5.7","","0.001","0","0"
"МД-00010113","862517","Шайба плоская 16х46","шт","13","","0.001","0","0"
"МД-00008363","5320-2905576","Шайба плоская 16х48х4 ( пальца амортизатора ) ","шт","10.8","","0.03","0","0"
"МД-00017902","53212-2905576","Шайба плоская 16х48х4 ( пальца амортизатора ) / ОАО КамАЗ","шт","110","","0.03","0","0"
"МД-00022679","Q40108","Шайба плоская 16х8х1,5 Q40108 / Shaanxi Hande Axle Co., Ltd","шт","3.12","","0.001","0","0"
"МД-00008361","252018","Шайба плоская 18х34","шт","3.5","","0.001","0","0"
"МД-00020580","1/05204/01","Шайба плоская 20х35","шт","3.44","","0.02","0","0"
"МД-00003498","1/05206/01","Шайба плоская 25х42х4 ( пальца опоры задней рессоры ) ","шт","9.5","","0.026","0","0"
"МД-00008362","5320-2905574","Шайба плоская 25х50 ( пальца амортизатора ) ","шт","17.5","","0.04","0","0"
"МД-00010633","862516","Шайба плоская 30х55","шт","16.5","","0.043","0","0"
"МД-00011787","862516","Шайба плоская 30х66 подушки подвески раздаточной коробки (завод)","шт","21","","0.117","0","0"
"МД-00017225","862500","Шайба плоская 34х60 (фланцев редуктора) / ОАО КамАЗ","шт","98.5","","0.086","0","0"
"МД-00008364","862500","Шайба плоская 34х60х5 ( фланцов редуктора ) ","шт","26","","0.075","0","0"
"МД-00002380","1/26444/01","Шайба плоская 6х15 / г. Белебей","шт","1.2","","0.001","0","0"
"МД-00013917","5262030","Шайба повышенного трения шестерни ГРМ 21х39мм (в картере шестерен ГРМ) ISF2.8","шт","391","","0.001","0","0"
"МД-00008365","740-1005544","Шайба полумуфты коленвала / ОАО КамАЗ","шт","93","","0.14","0","0"
"МД-00008366","14-1601117","Шайба прокладки (115 пружины корзины сцепления)","шт","10","","0.011","0","0"
"МД-00008367","142-1601117","Шайба прокладки (115 пружины корзины Турбо)","шт","10","","0.001","0","0"
"МД-00014031","4890635 / 5256193","Шайба пружинная (крепление шестерни ТНВД) 6ISBe, ISF3.8, QSB","шт","350","","0.001","0","0"
"МД-00022677","Q40308","Шайба пружинная Q40308 / Shaanxi Hande Axle Co., Ltd","шт","85.2","","0.001","0","0"
"МД-00008368","740-1007025","Шайба пружины головки блока","шт","11","","0.014","0","0"
"МД-00018061","А3818","Шайба разжимного кулака прицепа  СЗАП на оси L1-8т. и DM-12т. D-38мм.","шт","21","","0.02","0","0"
"МД-00018060","А3817","Шайба разжимного кулака прицепа СЗАП на оси L1-8т. и DM-12т. D-41мм.","шт","22","","0.017","0","0"
"МД-00008369","853641","Шайба разжимного кулака толстая (27 х 45 х 3)","шт","12","","0.026","0","0"
"МД-00004851","853642","Шайба разжимного кулака тонкая, на мосты MADARA (38,5 х 56 х 1)","шт","4.5","","0.009","0","0"
"МД-00012358","5320-2402089","Шайба регулировочная (089) / ОАО КамАЗ","шт","199.5","","0.06","0","0"
"МД-00012357","5320-2402090","Шайба регулировочная (090) / ОАО КамАЗ","шт","144.5","","0.04","0","0"
"МД-00021562","HD90009410218-1.50","Шайба регулировочная (1,5мм) / Shaanxi Hande Axle Co., Ltd","шт","156","","0.1","0","0"
