"Код заказа","Номер по каталогу","Наименование","Ед.изм.","Цена руб","Количество заказано","Вес кг.","Сумма заказа руб.","Вес заказа кг."
"ДН004402","5336-3405005-20","Цилиндр гидроусилителя ЦГ80-360","шт","10200","","14.5","0","0"
"ДН004351","503А-8505310","Цилиндр запирания борта 503А","шт","5250","","6.1","0","0"
"ДН12206","5516-8505310","Цилиндр запирания борта 5516","шт","6070","","0","0","0"
"ДН011141","6430-2509012","Цилиндр механизма блокировки среднего моста н/о","шт","1550","","1.46","0","0"
"ДН003837","6430-1602510-01","Цилиндр сцепления подпедальный нового образца (Фенокс)","шт","930","","1","0","0"
"ДН003838","5335-1602705","Цилиндр  сцепления старого образца","шт","2150","","3.7","0","0"
"ДН006583","5336-5001770","Чашка (верхняя, большая)","шт","300","","0","0","0"
"ДН009623","5440А9-1302062","Чашка (накладка подушки радиатора н/о)","шт","36","","0.034","0","0"
"ДН006611","5336-5001038-10","Чашка (нижняя, малая)","шт","30","","0.2","0","0"
"ДН013523","6430-1302062","Чашка (подкладка подушки радиатора н/о верхняя)","шт","32","","0.098","0","0"
"ДН013522","6430-1302063","Чашка (подкладка подушки радиатора н/о нижняя)","шт","30","","0.032","0","0"
"ДН003530","4370/103-2403015/19","Чашки диф-ла заднего моста ""Зубренок"" (к-т)","шт","19900","","12.12","0","0"
"ДН012204","54321-2403015/19","Чашки диф-ла заднего моста 54321","шт","7800","","0","0","0"
"ДН012349","5440-2403015/19","Чашки диф-ла заднего моста 5440  h=295 мм; h=28мм","шт","18700","","14.1","0","0"
"ДН012350","5440-2403015/19-010","Чашки диф-ла заднего моста широкая посадка  h=295; h=38мм","шт","22450","","14.1","0","0"
"ДН14125","6430-2503015/19-010","Чашки диф-ла средн. моста 6430  Н=295 мм Н=80мм","шт","14400","","0","0","0"
"ДН012339","6303-2506018/19","Чашки диф-ла среднего моста 6303","шт","3700","","0","0","0"
"ДН008945","6430-2506018/19","Чашки диф-ла среднего моста н/о 6430 (КМД)","к-т","3900","","3.72","0","0"
"ДН004334","236-3802033-Б","Червяк привода спидометра","шт","505","","0.318","0","0"
"ДН003003","503-3405098-А","Чехол ГУРа МАЗ","шт","105","","0.2","0","0"
"ДН002994","64221-3405096","Чехол ГУРа СМАЗ","шт","90","","0.35","0","0"
"ДН011857","64221-3405096","Чехол ГУРа СМАЗ (силикон)","шт","815","","0","0","0"
"ДН004617","5336-1703425","Чехол КПП (Резина)","шт","61","","0","0","0"
"ДН007656","64302-1703425","Чехол КПП (Резина)ЕВРО МАЗ","шт","140","","0.22","0","0"
"ДН002998","64221-1703425","Чехол КПП (Резина) СМАЗ","шт","105","","0.228","0","0"
"ДН13982","5336-1602718-10","Чехол цилиндра выключения сцепления","шт","20","","0","0","0"
"ДН12238","543-3003248-01/3003256-01","Чехол шарового пальца","шт","690","","0","0","0"
"ДН013180","6430-1602754","Чехол штока цилиндра подпедального","шт","39","","0","0","0"
"ДН14015","312326-П34","Шайба алюминиевая ф14х18х1мм","шт","3","","0","0","0"
"ДН010120","14331, 14332","Шайба выходного вала демульт. ф71х99, h=10,5, z=18","к-т","570","","0","0","0"
"ДН003567","12JS200T-1707107","Шайба выходного вала демультипл. ф72х101,h=19,z=31","шт","390","","0","0","0"
"ДН008851","312399","Шайба головки блока ЯМЗ; ф16х30х4мм","шт","12.5","","0","0","0"
"ДН013567","1/5168/71","Шайба гроверная d=10","шт","0.8","","0","0","0"
"ДН009914","83781-2707046","Шайба европетли","шт","20","","0.1","0","0"
"ДН009915","83781-2707048","Шайба европетли (стопорная)","шт","20","","0.03","0","0"
"ДН004663","5336-3104080","Шайба задней ступицы (зубчатая)","шт","32","","0.038","0","0"
"ДН004664","5336-3104079","Шайба задней ступицы (с отверстиями)","шт","160","","0.095","0","0"
"ДН007709","938-2918200","Шайба замковая (оси балансира)","шт","35","","0.1","0","0"
"ДН004871","6303-2918068","Шайба защитная сальника оси балансира (опора)","шт","255","","0.25","0","0"
"ДН010247","650-1003540","Шайба клапанной крышки ЯМЗ 650","шт","117","","0","0","0"
"ДН004086","236-1005056-А","Шайба коленвала ребристая ЯМЗ","шт","42","","0.018","0","0"
"ДН012753","375818","Шайба конусная  375818 (ф 12)","шт","8","","0","0","0"
"ДН012754","375919","Шайба конусная  375919 (ф 14)","шт","8","","0.002","0","0"
"ДН012756","375960","Шайба конусная  375960 (ф 16)","шт","15","","0.003","0","0"
"ДН012755","376145","Шайба конусная  376145 (ф 22)","шт","16","","0.004","0","0"
"ДН13542","312502-П29","Шайба крепления пластин 27х12-2","шт","30","","0","0","0"
"00001206","312482-П34","Шайба медная  d=10мм (под дренажку)","шт","5","","0.001","0","0"
"ДН008565","7511-1104434","Шайба медная  d=6мм штуцера дренажки 7511","шт","3.8","","0.001","0","0"
"00001205","312471-П/870638","Шайба медная  d=9мм (под форсунку)","шт","1.6","","0.001","0","0"
"ДН004051","312472-П34","Шайба медная d=12х23х0,5мм стакана форсунки","шт","5","","0.001","0","0"
"ДН011957","312383","Шайба медная под форсунку ЯМЗ-650,651 d=9х20х1мм","шт","10","","0.002","0","0"
"ДН007108","375-2304087","Шайба опорная цапфы УРАЛ","шт","65","","0","0","0"
"ДН008092","6303-2506051","Шайба опорная шестерни заднего вала; ф86х118х1,5мм","шт","228","","0","0","0"
"ДН012372","103/4370-2403051","Шайба опорная шестерни полуоси (Зубрёнок); ф66х105х1,5мм","шт","780","","0.195","0","0"
"ДН004665","5336-2403051","Шайба опорная шестерни полуоси (на грибок); ф70х110х1,5мм","шт","390","","0.05","0","0"
"ДН008043","64221-2918198","Шайба оси балансира (стопорная)","шт","372","","0.3","0","0"
"ДН005220","516-2918094","Шайба оси балансира п/прицепа плоская (металл)","шт","39","","0.05","0","0"
"ДН012271","236-1701093","Шайба оси блока шестерен з/х ЯМЗ","шт","108","","0","0","0"
"ДН012269","236-1701087","Шайба оси блока шестерен упорная з/х ЯМЗ","шт","145","","0","0","0"
"ДН11562","","Шайба плоская 10х20","шт","3","","0","0","0"
"ДН010546","236-1601117","Шайба подкладки корзины сцепления","шт","9","","0","0","0"
"ДН012153","19668","Шайба подшипника защитная (промежуточного вала) КПП Китай","шт","165","","0","0","0"
"ДН011147","236-1601106","Шайба пружинная","шт","8","","0","0","0"
"ДН012092","182-1601273","Шайба пружинная муфты 182","шт","76","","0","0","0"
"ДН010468","184-1601273-71","Шайба пружинная муфты 1840","шт","219","","0","0","0"
"ДН004087","312580-П15","Шайба распредвала ЯМЗ","шт","12.5","","0","0","0"
"ДН012921","6430-2502028/29/30","Шайба регулировочная дифференциала (к-т 3шт); ф130х148мм","шт","278","","0","0","0"
"ДН14023","6430-2502077","Шайба регулировочная","шт","60","","0","0","0"
"ДН14032","6430-2502076","Шайба регулировочная","шт","77","","0","0","0"
"ДН013189","6430-2502028","Шайба регулировочная 028","шт","115","","0","0","0"
"ДН013188","6430-2502029","Шайба регулировочная 029","шт","105","","0","0","0"
"ДН013187","6430-2502030","Шайба регулировочная 030","шт","135","","0","0","0"
"ДН14031","6430-2502031","Шайба регулировочная 031","шт","185","","0","0","0"
"ДН14030","6430-2502034","Шайба регулировочная 034","шт","290","","0","0","0"
"ДН12247","6430-2502035","Шайба регулировочная 035","шт","400","","0","0","0"
"ДН010332","6430-2506077","Шайба регулировочная 077","шт","57","","0","0","0"
"ДН013039","6422-2502077","Шайба регулировочная d=60х74","шт","58","","0.01","0","0"
"ДН013040","6422-2502076","Шайба регулировочная d=60х74","шт","84","","0.01","0","0"
"ДН013041","6422-2502078","Шайба регулировочная d=60х74","шт","58","","0.01","0","0"
"ДН011239","6430-2502028/30","Шайба регулировочная дифференциала (к-т 2шт)","к-т","190","","0","0","0"
"ДН012840","4370-2402102","Шайба регулировочная МАЗ 4370","шт","65","","0","0","0"
"ДН012461","12JS160T-1701122","Шайба регулировочная шестерни вторичного вала","шт","120","","0.068","0","0"
"ДН12313","8.9214","Шайба резинометаллическая ЯМЗ 530 US-M16-NBR ДС","шт","24","","0","0","0"
"ДН008412","64221-1703602","Шайба рычага переключения передач","шт","273","","0.4","0","0"
"ДН010865","64302-1703602","Шайба рычага переключения передач н/о 64302","шт","285","","0.4","0","0"
"ДН011066","101-3501155-10","Шайба рычага регулировочного (прижим) н/о","шт","102","","0.08","0","0"
"ДН008232","5336-3501155","Шайба рычага регулировочного (чашка-прижим)","шт","48","","0.04","0","0"
"ДН008129","5440-2405049-010","Шайба сателлита бортовой передачи ЕВРОМАЗ","шт","240","","0.044","0","0"
"ДН14539","5440-2405049-020","Шайба сателлита бортовой передачи ЕВРОМАЗ","шт","70","","0","0","0"
"ДН004154","5336-2405049","Шайба сателлита бортовой передачи СУПМАЗ","шт","12","","0.007","0","0"
"ДН003305","5336-2403058","Шайба сателлита МКД (заднего+среднего моста)","шт","155","","0.038","0","0"
"ДН012622","103-2403058","Шайба сателлита МКД МАЗ Зубр d=25х58мм, h=7мм","шт","102","","0.03","0","0"
"ДН12657","312466-П2","Шайба скобы форсунки ф 13","шт","33.5","","0.01","0","0"
"ДН009408","1/10879/76","Шайба стопорная оси рычага (корзины сцепления)","шт","3","","0","0","0"
"ДН004005","500-3104079","Шайба ступицы п/пр (с 2-мя усиками толстая)","шт","83","","0.06","0","0"
"ДН004006","89501-3104079","Шайба ступицы п/пр (с 2-мя усиками тонкая)","шт","55","","0.03","0","0"
"ДН004872","64221-3103074","Шайба ступицы переднего колеса","шт","210","","0.19","0","0"
"ДН14079","236-1005181","Шайба стяжных болтов ЯМЗ; ф14х28х1мм","шт","4","","0","0","0"
"ДН011995","312391","Шайба сферическая скобы форсунки ЯМЗ 650; ф10,5х17х5мм","шт","98","","0","0","0"
"ДН004690","236-1007024-В","Шайба тарельчатая клапана ГБЦ ЯМЗ","шт","52","","0","0","0"
"ДН011304","5340-1007024","Шайба тарельчатая клапана ГБЦ ЯМЗ 536","шт","44","","0","0","0"
"ДН012390","650-1007024","Шайба тарельчатая клапана ГБЦ ЯМЗ 650","шт","122","","0","0","0"
"ДН003531","236-1029276","Шайба текстолитовая ТНВД","шт","210","","0.184","0","0"
"ДН009477","236-1029276-Б","Шайба текстолитовая ТНВД (ЯЗТО)","шт","255","","0.184","0","0"
"ДН012577","240-1029276","Шайба текстолитовая ТНВД ЯМЗ 240","шт","345","","0","0","0"
"ДН006511","240-1029276","Шайба текстолитовая ТНВД ЯМЗ 240 (ЯЗТО)","шт","540","","0","0","0"
"ДН011112","236-1104309","Шайба топливной трубки высокого давления уплотнительная (воронка,медь)","шт","3.5","","0","0","0"
"ДН007106","375-2301037","Шайба упорная полуоси УРАЛ","шт","58","","0","0","0"
"ДН005998","238-1701122","Шайба упорная шестерни 1-й передачи вторичного вала","шт","363","","0.326","0","0"
"ДН003959","236-1701122-А","Шайба упорная шестерни 2-й передачи вторичного вал","шт","330","","0.108","0","0"
"ДН010949","236-1701144-Д","Шайба упорная шестерни 5-й передачи (7,15мм)","шт","430","","0","0","0"
"ДН009912","236-1701144-Е","Шайба упорная шестерни 5-й передачи (7,3мм)","шт","450","","0.12","0","0"
"ДН009913","236-1701144-Ж","Шайба упорная шестерни 5-й передачи (7,4мм)","шт","410","","0.12","0","0"
"ДН003960","236-1701144-Г","Шайба упорная шестерни 5-й передачи (7мм)","шт","427","","0.114","0","0"
"ДН012462","12JS160T-1701123","Шайба шестерни вторичного вала","шт","160","","0","0","0"
"ДН010835","12JS160T-1707108","Шайба шестерни выходного вала демультипликатора КПП Китай","шт","660","","0","0","0"
"ДН010834","19466","Шайба шестерни понижающей передачи выходного вала КПП Китай","шт","560","","0","0","0"
"ДН006864","18701","Шайба шестерни регулировочная вторичного вала КПП Китай","шт","192","","0.064","0","0"
"ДН012127","14749","Шайба шестерни шлицевая (вторичного вала) КПП Китай","шт","165","","0.06","0","0"
"ДН003945","5204-2704062","Шайба шкворня п/прицепа МАЗ","шт","45","","0","0","0"
"ДН14108","500А-3001028","Шайба шкворня стопорная 500А","шт","20","","0","0","0"
"ДН008852","312300","Шайба шпильки выхлопного коллектора","шт","8","","0.014","0","0"
"ДН005624","376365","Шайба-52 опоры и стакана ф53х63х2","шт","18","","0.012","0","0"
"ДН012288","6422-2502076/77/78","Шайбы регулировочные (к-т, 3 шт.) d=60х74","шт","155","","0","0","0"
"ДН005387","","Шарик диаметр 12,7","шт","6","","0","0","0"
"ДН008944","4370-2906028","Шарнир (сайлентблок переднего стаб-ра ""Зубрёнок"") ф12х33, L=34","шт","90","","0.066","0","0"
"ДН007672","5434-2304057","Шарнир левый (длинный под втулку)","шт","25000","","0","0","0"
"ДН012098","4370-2902230-11","Шарнир полурессоры на ""Зубрёнок""","шт","240","","0.46","0","0"
"ДН011907","4370-2902230-15","Шарнир полурессоры на ""Зубрёнок"" нового образца полиуретан","шт","525","","0","0","0"
"ДН007398","4370-2902230-012","Шарнир полурессоры на ""Зубрёнок""нового образца резина","шт","255","","0.6","0","0"
"ДН007673","5434-2304060","Шарнир правый (короткий под втулку)","шт","23000","","0","0","0"
"ДН006438","М64221-2919040-СБ","Шарнир реактивной штанги РОСТАР в сборе с кольцами (из 3-х)","шт","1950","","2.65","0","0"
"ДН004236","64221-2919040","Шарнир реактивной штанги","шт","1830","","2.65","0","0"
"ДН14719","М64221-2919040","Шарнир реактивной штанги (Спецмаш)","шт","1065","","0","0","0"
"ДН012874","5440 (101)-2909040","Шарнир реактивной штанги 5440 полиуретан","шт","1191","","0","0","0"
"ДН006739","5440 (101)-2909040","Шарнир реактивной штанги 5440 Спецмаш резинометаллический","шт","768","","1.8","0","0"
"ДН14528","5440 (101)-2909040","Шарнир реактивной штанги 5440 ТАиМ резинометалл","шт","850","","0","0","0"
"ДН008208","6430(101)-2919040","Шарнир реактивной штанги н/о (на Л-образную) Спецмаш","шт","1890","","4.15","0","0"
"ДН010824","6430(101)-2919040","Шарнир реактивной штанги н/о на Л-образную ТАиМ","шт","9200","","4.15","0","0"
"ДН14720","103-2919040","Шарнир реактивной штанги н/обр.(граната) в резине Спецмаш","шт","1795","","0","0","0"
"ДН012870","М64221-2919040","Шарнир реактивной штанги РОСТАР","шт","1830","","2.5","0","0"
"ДН003491","54327-2912228","Шарнир с обоймой п/прицепа (на подрессорник)","шт","870","","1.32","0","0"
"ДН008084","236-1004045","Шатун ЯМЗ ( ремонт)","шт","1300","","0","0","0"
"ДН14398","5340-1004045-002","Шатун ЯМЗ 536 (КЛАСС А) Автодизель","шт","5830","","0","0","0"
"ДН011918","5340-1004045-002","Шатун ЯМЗ 536 (КЛАСС В) Автодизель","шт","8930","","2.53","0","0"
"ДН011521","5340-1004045-002","Шатун ЯМЗ 536 (КЛАСС С) Автодизель","шт","5830","","0","0","0"
"ДН011864","650-1004045","Шатун ЯМЗ 650","шт","5160","","0","0","0"
"ДН14937","650-1004045","Шатун ЯМЗ 650 Автодизель","шт","10300","","0","0","0"
"ДН012768","7511-1004045-02","Шатун ЯМЗ 7511 в сборе (Автодизель)","шт","6420","","4.48","0","0"
"ДН13938","7511-1004045-20","Шатун ЯМЗ 7511 в сборе (Автодизель) К-700","шт","6330","","0","0","0"
"ДН005152","7511-1004045","Шатун ЯМЗ 7511 в сборе (Спецмаш)","шт","3470","","4.52","0","0"
"ДН003984","236-1004045-Б3","Шатун ЯМЗ в сборе нового образца ( Автодизель)","шт","4800","","4","0","0"
"ДН003299","236-1004045","Шатун ЯМЗ в сборе нового образца (Спецмаш)","шт","2995","","4","0","0"
"ДН012194","JS150-1701051","Шестерня 1-ой передачи (промежуточного вала)","шт","2965","","2.32","0","0"
"ДН005289","202-1701112","Шестерня 1-ой передачи (38 зуб.) КПП МАЗ","шт","5000","","0","0","0"
"ДН003396","238А-1701112","Шестерня 1-ой передачи 39 зуб.","шт","2800","","6.45","0","0"
"ДН009559","239-1701112-10","Шестерня 1-ой передачи 39 зуб. ЯМЗ 239 Автодизель","шт","6880","","9.55","0","0"
"ДН003397","238М-1701112","Шестерня 1-ой передачи 40 зуб.Автодизель","шт","6960","","6.9","0","0"
"ДН003395","236-1701112-Б","Шестерня 1-ой передачи 50 зуб","шт","3900","","8.65","0","0"
"ДН12790","236-1701112-Б","Шестерня 1-ой передачи 50 зуб. Автодизель","шт","4170","","0","0","0"
"ДН002930","236-1701112","Шестерня 1-ой передачи 62 зуб.","шт","3540","","8","0","0"
"ДН14938","JS150-1701111","Шестерня 1-ой передачи втор. вала","шт","2650","","0","0","0"
"ДН011331","JS135-1701111","Шестерня 1-ой передачи втор. вала (16752 )","шт","3900","","3.16","0","0"
"ДН14353","JS150TA-1701111В","Шестерня 1-ой передачи вторвала","шт","4900","","0","0","0"
"ДН14352","JS150TA-1701049В","Шестерня 1-ой передачи промвала","шт","2900","","0","0","0"
"ДН006684","238М-1701050","Шестерня 1-ой передачи промвала 26 зубьев","шт","1720","","0","0","0"
"ДН006683","238А-1701050","Шестерня 1-ой передачи промвала 27 зубьев","шт","1700","","0","0","0"
"ДН011330","JS150/135А-1701112","Шестерня 2-ой перед. вторичн. вала 36 зуб.","шт","3000","","0","0","0"
"ДН012467","JS135-1701112","Шестерня 2-ой перед. вторичн. вала 38 зуб.; шлиц.=18, D=175мм, d=82мм, H=29мм","шт","2820","","0","0","0"
"ДН012431","JS135ТA-1701112","Шестерня 2-ой перед.вторичного вала синхронная КПП; Z=36, шлиц.=18, D=161мм, d=82мм, H=29мм","шт","2820","","0","0","0"
"ДН010819","239(1509)-1701050-10","Шестерня 2-ой передачи пром.вала 26зуб..d=78х148мм, h=70мм Автодизель","шт","4440","","0","0","0"
"ДН005292","202-1701050","Шестерня 2-ой передачи (m=6:Z=20)","шт","11700","","0","0","0"
"ДН009747","239-1701127-10","Шестерня 2-ой передачи вторичного вала 38 зубьев Автодизель","шт","6690","","0","0","0"
"ДН003304","236-1701127","Шестерня 2-ой передачи втор.вала 47 зуб.","шт","3300","","5.3","0","0"
"ДН005099","238А-1701131","Шестерня 2-ой передачи КПП 238 вторвала Z=34","шт","3900","","4.7","0","0"
"ДН009249","238А-1701051","Шестерня 2-ой передачи пром.вала (33зуб. В- 34мм)","шт","2660","","3.78","0","0"
"ДН003822","236-1701050","Шестерня 2-ой передачи пром.вала 22 зуб","шт","400","","0","0","0"
"ДН012157","JS150-1701052","Шестерня 2-ой передачи промежуточного вала","шт","3360","","0","0","0"
"ДН003303","236-1701131","Шестерня 3-ей передачи (131) 37 зуб.Автодизель","шт","3000","","4.2","0","0"
"ДН012257","JS135ТA-1701113","Шестерня 3-ей передачи (22зуб.)","шт","3810","","0","0","0"
"ДН005288","202-1701131-30","Шестерня 3-ей передачи m=5;Z=34 (КПП МАЗ)","шт","4560","","0","0","0"
"ДН005297","202-1701128-30","Шестерня 3-ей передачи в сб.(КПП МАЗ)","шт","7000","","0","0","0"
"ДН011329","JS150/135А-1701113","Шестерня 3-ей передачи вторичного вала (22зуб)","шт","3000","","1.14","0","0"
"ДН12582","JS180A-1701132","Шестерня 3-ей передачи вторичного вала; 81х125х31, Z=39, шлиц=18 (Т116Е-1701132)","шт","3000","","0","0","0"
"ДН009703","239-1701131-10","Шестерня 3-ей передачи КПП 239 вторвала Z=32","шт","4620","","0","0","0"
"ДН13658","236-1701051","Шестерня 3-ей передачи пром.вала (33 зуб. В-32мм)АВТОДИЗЕЛЬ","шт","2460","","0","0","0"
"ДН003839","236-1701051","Шестерня 3-ей передачи пром.вала (33 зуб. В-32мм)","шт","750","","3.4","0","0"
"ДН010820","239-1701051-10","Шестерня 3-ей передачи пром.вала 31 зуб. (Автодизель)","шт","4620","","0","0","0"
"ДН011866","238А/23801-1701129","Шестерня 4-й передачи втор.вала 238А  АВТОДИЗЕЛЬ","шт","3360","","0","0","0"
"ДН003588","238А-1701129","Шестерня 4-й передачи втор.вала шлифованная 23 зуба Наб.Челны","шт","1920","","2.25","0","0"
"ДН005108","238А-1701053","Шестерня 4-й передачи пром. вала 44 зуб.","шт","2460","","6.35","0","0"
"ДН012814","12JS200T-1701051","Шестерня 4-й передачи промежуточного вала (Z=49)","шт","2190","","0","0","0"
"ДН011707","236У/23616-1701129","Шестерня 5-й передачи втор.вала 236У Автодизель","шт","2442","","0","0","0"
"ДН003587","236У-1701129","Шестерня 5-й передачи втор.вала шлифованная 23 зуба Наб.Челны","шт","1885","","2.2","0","0"
"ДН12557","202-1701053-40","Шестерня 5-й передачи пром. вала 35 зуб.","шт","5400","","0","0","0"
"ДН011640","202-1701053-30","Шестерня 5-й передачи пром. вала 44 зуб.","шт","10100","","6.1","0","0"
"ДН003751","236У-1701053","Шестерня 5-й передачи пром. вала 47 зуб.","шт","2910","","6.35","0","0"
"ДН008363","239-1701053-10","Шестерня 5-й передачи промеж. вала (Z=43) (1509)","шт","7500","","0","0","0"
"ДН012443","12JS200T-1701052","Шестерня 5-й передачи промежуточного вала (Z=56)","шт","3630","","0","0","0"
"ДН12556","202-1701132-40","Шестерня 5-ой передачи КПП-202 (26 зуб.)","шт","3900","","0","0","0"
"ДН005294","202-1701132-30","Шестерня 5-ой передачи КПП-202 (33 зуба)","шт","3360","","2.5","0","0"
"ДН009990","239-1701132-10","Шестерня 5-ой передачи КПП-239 (25 зуб.)","шт","2520","","3.55","0","0"
"ДН004611","6303-2506050","Шестерня вала заднего (Z=16) КМД","шт","2100","","2.75","0","0"
"ДН010322","6430-2506050-001","Шестерня вала заднего н/о (Z=18) КМД","шт","2460","","2.98","0","0"
"ДН004280","236-1029122-А","Шестерня ведомая (привода ТНВД)","шт","1680","","0","0","0"
"ДН010251","7511-1029122-А","Шестерня ведомая (привода ТНВД)","шт","4950","","0","0","0"
"ДН006366","64221-2502060","Шестерня ведомая Z=24(среднего моста)","шт","6500","","0","0","0"
"ДН006791","5440-2405050","Шестерня ведомая колесной передачи 49 зубьев КМД Д=260мм","шт","3990","","8.45","0","0"
"ДН003632","5336-2405050","Шестерня ведомая колесной передачи 51зуб КМД Д=267мм","шт","3900","","7.9","0","0"
"ДН003362","54326-2405050","Шестерня ведомая колесной передачи 51зуб КМД Д=263 мм","шт","3900","","7.9","0","0"
"ДН010237","238-1721050","Шестерня ведомая промвала делителя","шт","930","","0","0","0"
"ДН012120","509П-2405028","Шестерня ведущая (на бортовую) МАЗ-500 (z=19)","шт","240","","0","0","0"
"ДН003755","5336/5440-2405028","Шестерня ведущая (на бортовую,z=21)","шт","1020","","2.3","0","0"
"ДН011074","64221-2502151","Шестерня ведущая 26/16 зуб.","шт","12000","","0","0","0"
"ДН009163","6422-2502151","Шестерня ведущая 28/16 зуб","шт","8850","","8.9","0","0"
"ДН004355","6422-2502151-011","Шестерня ведущая 28/18 зуб","шт","10950","","8.6","0","0"
"ДН009557","6430-2502151-031","Шестерня ведущая 33/18 зуб.","шт","15780","","13.44","0","0"
"ДН011991","JS119T-1707030B","Шестерня ведущая демультипликатора","шт","3360","","3.02","0","0"
"ДН010804","18869","Шестерня ведущая демультипликатора Z=30","шт","3180","","3.75","0","0"
"ДН006792","12JS200T-1707030","Шестерня ведущая демультипликатора Z=40","шт","4800","","3.55","0","0"
"ДН013156","64229-2502020-030","Шестерня ведущая и вед. 24х15  ср. моста с чашками","шт","36250","","0","0","0"
"ДН009847","6303-2502020-030","Шестерня ведущая и вед. 25х13  ср. моста с чашками","шт","39900","","41","0","0"
"ДН013155","64229-2502020-040","Шестерня ведущая и ведом 24х15 ср/м. с чаш. овальн","шт","30700","","0","0","0"
"ДН010854","6303-2502020-040","Шестерня ведущая и ведом 25х13 ср/м. с чаш. овальн","шт","39900","","41","0","0"
"ДН005068","54323-2402020-020","Шестерня ведущая и ведомая (24х15) зад.м с чашками","шт","64600","","25.15","0","0"
"ДН009641","54323-2402020","Шестерня ведущая и ведомая (24х15) зад.моста Д65","шт","19850","","0","0","0"
"ДН004666","64229-2502020-01","Шестерня ведущая и ведомая (24х15) ср. моста Д=60","шт","19200","","26.85","0","0"
"ДН010203","64229-2502020","Шестерня ведущая и ведомая (24х15) ср. моста Д=65","шт","23500","","26.85","0","0"
"ДН008407","54321-2402020","Шестерня ведущая и ведомая (24х17) зад.моста","шт","19600","","0","0","0"
"ДН006317","5337-2402020","Шестерня ведущая и ведомая (25*12) зад.моста","шт","12900","","0","0","0"
"ДН006734","5336-2402020-20","Шестерня ведущая и ведомая (25*13) зад.моста","шт","28800","","25.75","0","0"
"ДН004804","6303-2502020-020","Шестерня ведущая и ведомая (25*13) среднего моста","к-т","39000","","0","0","0"
"ДН007261","5551-2402020-01","Шестерня ведущая и ведомая (25х11) зад.м. Д-60","шт","13500","","0","0","0"
"ДН007798","500-2402020","Шестерня ведущая и ведомая (32х12) задн.моста","шт","7800","","0","0","0"
"ДН011048","4370-2402020-001","Шестерня ведущая и ведомая (38х11) ""Зубрёнок""","шт","40080","","23","0","0"
"ДН007705","4370-2402020-010","Шестерня ведущая и ведомая (39х10) ""Зубрёнок""","шт","40080","","24","0","0"
"ДН009645","54323-2402020-01","Шестерня ведущая и ведомая 24х15 зад.м. Д-60","шт","20880","","0","0","0"
"ДН013198","54323-2402020","Шестерня ведущая и ведомая 24х15 зад.м. Д-65","шт","15200","","0","0","0"
"ДН010024","5336-2402020-020","Шестерня ведущая и ведомая 25х13 зад.м. с чашками","шт","21400","","40","0","0"
"ДН14123","5340А5-2402020","Шестерня ведущая и ведомая 29х19 зад.м. с чашками","шт","53400","","0","0","0"
"ДН14124","6312А5-2502020","Шестерня ведущая и ведомая 29х19 ср. м. с чашками","шт","78150","","0","0","0"
"ДН14120","54321-2402020","Шестерня ведущая и ведомая 29х21 зад.м.","шт","52500","","0","0","0"
"ДН12471","64221-2502020","Шестерня ведущая и ведомая 29х21 ср. м.","шт","56550","","0","0","0"
"ДН12385","64221-2502020-050","Шестерня ведущая и ведомая 29х21 ср. м. с чашками","шт","46983","","0","0","0"
"ДН12570","643012-2502020","Шестерня ведущая и ведомая 29х23 ср. м.","шт","58425","","0","0","0"
"ДН009905","54326-2402020","Шестерня ведущая и ведомая 29х25 зад.м. с чашками","шт","53400","","50.4","0","0"
"ДН009597","64226-2502020","Шестерня ведущая и ведомая 29х25 ср. м. с чашками","шт","55200","","45","0","0"
"ДН011201","5440-2402020","Шестерня ведущая и ведомая 29х27 зад.м. с чашками","шт","55200","","45","0","0"
"ДН012475","64301-2502020","Шестерня ведущая и ведомая 29х27 ср. м. с чашками","шт","55200","","50.46","0","0"
"ДН011128","5440-2402020-010","Шестерня ведущая и ведомая 29х28 зад.м. с чашками","шт","64750","","45","0","0"
"ДН003693","236-1029116-А","Шестерня ведущая привода ТНВД","шт","360","","2","0","0"
"ДН012154","JS150-1701054","Шестерня ведущая промежуточного вала 38зуб.; Z=38, D=175, d=63, H=34","шт","3000","","3.2","0","0"
"ДН12796","JS135ТA-1701056","Шестерня ведущая промежуточного вала 38зуб","шт","3270","","0","0","0"
"ДН005439","12JS200T-1707106","Шестерня выходного вала демультипликатора; Z=42, шлиц.=31, D=236, d=88, H=58","шт","4800","","8.4","0","0"
"ДН004032","64221-2502158-10","Шестерня дифференциала (23 зуба, шлиц=16, d=65мм)","шт","4600","","5.1","0","0"
"ДН009632","6430-2502158-030","Шестерня дифференциала (33 зуба)","шт","9750","","5.6","0","0"
"ДН012217","6303-2502158-050","Шестерня дифференциала ведомая  Z=28 (мелкий шлиц)","шт","9363","","6.88","0","0"
"ДН14027","6303-2502158-020","Шестерня дифференциала ведомая  Z=28 (усиленная)","шт","9000","","0","0","0"
"ДН013557","6430-2502158-050","Шестерня дифференциала ведомая  Z=33 (мелкий шлиц)","шт","10350","","0","0","0"
"ДН004403","6303-2502158-10","Шестерня дифференциала ведомая (28зуб,шл=16, d=65мм)","шт","6600","","6.3","0","0"
"ДН007358","238-1701140","Шестерня заднего хода (44 зуб.) Автодизель","шт","3000","","4.9","0","0"
